category,ordinal,month,year,rateaccount,property,sgid,type,streetnumber,streetname,suburb,account,install,device,uomdesc,uom,readings,afterrandvalue,randvalue,
LPU-Demand  | LV,878,June,2019,500159864,ERF 168 of CITY DEEP EXT.5,T0IR0135005000001680000000,Non Residential,13,HEIDELBERG ROAD,CITY DEEP,220044518,3003536854,63192342,KWH,2,11757,7760,0
LPU-Demand  | LV,879,June,2019,503886339,ERF 6 of CITY WEST,T0IR0136000000000060000000,Non Residential,33,WESTERN BOULEVARD,CITY WEST,220044532,3002676580,63054848,KVA,1,122,22895,0
LPU-Demand  | LV,880,June,2019,503886339,ERF 6 of CITY WEST,T0IR0136000000000060000000,Non Residential,33,WESTERN BOULEVARD,CITY WEST,220044532,3002676580,63054848,KWH,2,74318,48790,0
LPU-Demand  | LV,881,June,2019,502203131,ERF 9 of CITY WEST,T0IR0136000000000090000000,Non Residential,52,WESTERN BOULEVARD,CITY WEST,220044540,3002674298,63034863,KVA,1,102,19244,0
LPU-Demand  | LV,882,June,2019,502203131,ERF 9 of CITY WEST,T0IR0136000000000090000000,Non Residential,52,WESTERN BOULEVARD,CITY WEST,220044540,3002674298,63034863,KWH,2,34296,22515,0
LPU-Demand  | LV,883,June,2019,502203170,ERF 14 of CITY WEST,T0IR0136000000000140000000,Non Residential,20,WESTERN BOULEVARD,CITY WEST,220044589,3002674318,63020752,KVA,1,80,15016,0
LPU-Demand  | LV,884,June,2019,502278458,ERF 1291 of JOHANNESBURG,T0IQ0183000000012910000000,Non Residential,264,LILLIAN NGOYI STREET,JOHANNESBURG,220044973,3002652884,63036320.,KVA,1,70,13104,0
LPU-Demand  | LV,885,June,2019,502278458,ERF 1291 of JOHANNESBURG,T0IQ0183000000012910000000,Non Residential,264,LILLIAN NGOYI STREET,JOHANNESBURG,220044973,3002652884,63036320.,KWH,2,14854,9752,0
LPU-Demand  | LV,886,June,2019,553358983,Portion 204 of ERF 53 of BRAAMFONTEIN 53-IR,T0IR0000053000000530020400,Non Residential,,,JOHANNESBURG,220045906,3002675461,63054684,KVA,1,177,33137,0
LPU-Demand  | LV,887,June,2019,553358983,Portion 204 of ERF 53 of BRAAMFONTEIN 53-IR,T0IR0000053000000530020400,Non Residential,,,JOHANNESBURG,220045906,3002675461,63054684,KWH,2,68362,44880,0
LPU-Demand  | LV,888,June,2019,501397212,Portion 10 of ERF 16 of BRAAMFONTEIN WERF,T0IR0093000000000160001000,Non Residential,7,OWL STREET,BRAAMFONTEIN WERF,220046057,3002672720,98370407,KVA,1,70,13104,0
LPU-Demand  | LV,889,June,2019,501397212,Portion 10 of ERF 16 of BRAAMFONTEIN WERF,T0IR0093000000000160001000,Non Residential,7,OWL STREET,BRAAMFONTEIN WERF,220046057,3002672720,98370407,KWH,2,15050,9881,0
LPU-Demand  | LV,890,June,2019,501397221,REM of ERF 17 of BRAAMFONTEIN WERF,T0IR00930000000001700000RE,Non Residential,2,FROST AVENUE,BRAAMFONTEIN WERF,220046089,3002672738,63192926,KVA,1,182,34127,0
LPU-Demand  | LV,891,June,2019,501397221,REM of ERF 17 of BRAAMFONTEIN WERF,T0IR00930000000001700000RE,Non Residential,2,FROST AVENUE,BRAAMFONTEIN WERF,220046089,3002672738,63192926,KWH,2,35064,23020,0
LPU-Demand  | LV,892,June,2019,501397237,Portion 1 of ERF 51 of BRAAMFONTEIN WERF,T0IR0093000000000510000100,Non Residential,27,CANARY STREET,BRAAMFONTEIN WERF,220046096,3002672743,80395743,KVA,1,329,61589,0
LPU-Demand  | LV,893,June,2019,504991544,Portion 3 of ERF 51 of BRAAMFONTEIN WERF,T0IR0093000000000510000300,Non Residential,37,STANLEY AVENUE,BRAAMFONTEIN WERF,220046113,3002672753,80395466,KVA,1,328,61402,0
LPU-Demand  | LV,894,June,2019,504991544,Portion 3 of ERF 51 of BRAAMFONTEIN WERF,T0IR0093000000000510000300,Non Residential,37,STANLEY AVENUE,BRAAMFONTEIN WERF,220046113,3002672753,80395466,KWH,2,206830,135784,0
LPU-Demand  | LV,895,June,2019,504991544,Portion 3 of ERF 51 of BRAAMFONTEIN WERF,T0IR0093000000000510000300,Non Residential,37,STANLEY AVENUE,BRAAMFONTEIN WERF,220046113,3002672753,80395466,KRH,3,7592,1490,0
LPU-Demand  | LV,896,June,2019,504489729,ERF 79 of CITY DEEP,T0IR0135000000000790000000,Non Residential,4,TONY STREET,CITY DEEP,220046177,3002672806,93935275,KVA,1,3053,532054,0
LPU-Demand  | LV,897,June,2019,504489729,ERF 79 of CITY DEEP,T0IR0135000000000790000000,Non Residential,4,TONY STREET,CITY DEEP,220046177,3002672806,93935275,KWH,2,156842,6735,0
LPU-Demand  | LV,898,June,2019,501397364,ERF 91 of CITY DEEP EXT.4,T0IR0135004000000910000000,Non Residential,13,ENDEAN STREET,CITY DEEP,220046258,3002650648,63021815,KVA,1,80,15026,0
LPU-Demand  | LV,899,June,2019,501397364,ERF 91 of CITY DEEP EXT.4,T0IR0135004000000910000000,Non Residential,13,ENDEAN STREET,CITY DEEP,220046258,3002650648,63021815,KWH,2,29072,19086,0
LPU-Demand  | LV,900,June,2019,501397364,ERF 91 of CITY DEEP EXT.4,T0IR0135004000000910000000,Non Residential,13,ENDEAN STREET,CITY DEEP,220046258,3002650648,63021815,KRH,3,10582,2077,0
TOU | MV,901,June,2019,505372307,ERF 126 of CITY DEEP EXT.5,T0IR0135005000001260000000,Non Residential,19,FORTUNE STREET,CITY DEEP,220046353,3002676647,80395750,KVA,1,948,165965,0
TOU | MV,902,June,2019,505372307,ERF 126 of CITY DEEP EXT.5,T0IR0135005000001260000000,Non Residential,19,FORTUNE STREET,CITY DEEP,220046353,3002676647,80395750,KWH,2,1128551,584628,0
LPU-Demand  | LV,903,June,2019,505372321,ERF 128 of CITY DEEP EXT.5,T0IR0135005000001280000000,Non Residential,7,HOUER SOUTH ROAD,CITY DEEP,220046360,3002676648,93708258,KVA,1,123,23168,0
LPU-Demand  | LV,904,June,2019,505372321,ERF 128 of CITY DEEP EXT.5,T0IR0135005000001280000000,Non Residential,7,HOUER SOUTH ROAD,CITY DEEP,220046360,3002676648,93708258,KWH,2,28182,18501,0
LPU-Demand  | LV,905,June,2019,501450723,ERF 1472 of JOHANNESBURG,T0IQ0183000000014720000000,Non Residential,7,TWIST STREET,JOHANNESBURG,220046579,3002668227,96948209,KVA,1,272,50918,0
LPU-Demand  | LV,906,June,2019,501450723,ERF 1472 of JOHANNESBURG,T0IQ0183000000014720000000,Non Residential,7,TWIST STREET,JOHANNESBURG,220046579,3002668227,96948209,KWH,2,100608,66049,0
LPU-Demand  | LV,907,June,2019,501404526,ERF 1483 of JOHANNESBURG,T0IQ0183000000014830000000,Non Residential,4,KLEIN STREET,JOHANNESBURG,220046593,3002668238,207701171,KVA,1,135,25447,0
LPU-Demand  | LV,908,June,2019,501404526,ERF 1483 of JOHANNESBURG,T0IQ0183000000014830000000,Non Residential,4,KLEIN STREET,JOHANNESBURG,220046593,3002668238,207701171,KWH,2,127378,83624,0
LPU-Demand  | LV,909,June,2019,501404526,ERF 1483 of JOHANNESBURG,T0IQ0183000000014830000000,Non Residential,4,KLEIN STREET,JOHANNESBURG,220046593,3002668238,207701171,KRH,3,12438,2442,0
LPU-Demand  | LV,910,June,2019,501465222,ERF 1646 of JOHANNESBURG,T0IQ0183000000016460000000,Non Residential,13,WANDERERS STREET,JOHANNESBURG,220046699,3002671914,80395582,KVA,1,221,41497,0
LPU-Demand  | LV,911,June,2019,501465222,ERF 1646 of JOHANNESBURG,T0IQ0183000000016460000000,Non Residential,13,WANDERERS STREET,JOHANNESBURG,220046699,3002671914,80395582,KWH,2,136434,89569,0
LPU-Demand  | LV,912,June,2019,501465222,ERF 1646 of JOHANNESBURG,T0IQ0183000000016460000000,Non Residential,13,WANDERERS STREET,JOHANNESBURG,220046699,3002671914,80395582,KRH,3,7586,1489,0
LPU-Demand  | LV,913,June,2019,501435891,ERF 1812 of JOHANNESBURG,T0IQ0183000000018120000000,Non Residential,30,SOPHIE DE BRUYN STREET,JOHANNESBURG,220046829,3002671990,63030023,KVA,1,194,36317,0
LPU-Demand  | LV,914,June,2019,501435891,ERF 1812 of JOHANNESBURG,T0IQ0183000000018120000000,Non Residential,30,SOPHIE DE BRUYN STREET,JOHANNESBURG,220046829,3002671990,63030023,KWH,2,131444,86293,0
LPU-Demand  | LV,915,June,2019,501435891,ERF 1812 of JOHANNESBURG,T0IQ0183000000018120000000,Non Residential,30,SOPHIE DE BRUYN STREET,JOHANNESBURG,220046829,3002671990,63030023,KRH,3,27471,5393,0
LPU-Demand  | LV,916,June,2019,501404702,ERF 1876 of JOHANNESBURG,T0IQ0183000000018760000000,Non Residential,10,CITY HALL STREET,JOHANNESBURG,220046868,3002672013,63024821,KVA,1,70,13104,0
LPU-Demand  | LV,917,June,2019,501404702,ERF 1876 of JOHANNESBURG,T0IQ0183000000018760000000,Non Residential,10,CITY HALL STREET,JOHANNESBURG,220046868,3002672013,63024821,KWH,2,21484,14104,0
LPU-Demand  | LV,918,June,2019,501404702,ERF 1876 of JOHANNESBURG,T0IQ0183000000018760000000,Non Residential,10,CITY HALL STREET,JOHANNESBURG,220046868,3002672013,63024821,KRH,3,1275,250,0
LPU-Demand  | LV,919,June,2019,501462165,Portion 1 of ERF 4372 of JOHANNESBURG,T0IQ0183000000043720000100,Non Residential,106,RISSIK STREET,JOHANNESBURG,220046875,3002672022,93936404,KVA,1,70,13104,0
LPU-Demand  | LV,920,June,2019,501462165,Portion 1 of ERF 4372 of JOHANNESBURG,T0IQ0183000000043720000100,Non Residential,106,RISSIK STREET,JOHANNESBURG,220046875,3002672022,93936404,KWH,2,4840,3178,0
LPU-Demand  | LV,921,June,2019,501432097,ERF 4503 of JOHANNESBURG,T0IQ0183000000045030000000,Non Residential,71,DE VILLIERS STREET,JOHANNESBURG,220046882,3003343487,98370253@,KVA,1,85,16024,0
LPU-Demand  | LV,922,June,2019,501432097,ERF 4503 of JOHANNESBURG,T0IQ0183000000045030000000,Non Residential,71,DE VILLIERS STREET,JOHANNESBURG,220046882,3003343487,98370253@,KWH,2,78530,51555,0
LPU-Demand  | LV,923,June,2019,501432097,ERF 4503 of JOHANNESBURG,T0IQ0183000000045030000000,Non Residential,71,DE VILLIERS STREET,JOHANNESBURG,220046882,3003343487,98370253@,KRH,3,7144,1402,0
LPU-Demand  | MV,924,June,2019,501415937,Portion 762 of ERF 92 of DOORNFONTEIN 92-IR,T0IR0000092000000920076200,Non Residential,,,ELANDSFONTEIN 107-IR,220047318,3002676740,96879857,KVA,1,500,87485,0
LPU-Demand  | MV,925,June,2019,501415937,Portion 762 of ERF 92 of DOORNFONTEIN 92-IR,T0IR0000092000000920076200,Non Residential,,,ELANDSFONTEIN 107-IR,220047318,3002676740,96879857,KWH,2,1892,1190,0
LPU-Demand  | LV,926,June,2019,500319130,ERF 5488 of ENNERDALE EXT.9,T0IQ0104009000054880000000,PSI,16,TOWN ROAD,ENNERDALE,220047501,3002670791,207701134,KVA,1,70,13104,0
LPU-Demand  | LV,927,June,2019,500319130,ERF 5488 of ENNERDALE EXT.9,T0IQ0104009000054880000000,PSI,16,TOWN ROAD,ENNERDALE,220047501,3002670791,207701134,KWH,2,24496,16082,0
LPU-Demand  | LV,928,June,2019,500436483,REM of ERF 158 of MID-ENNERDALE,T0IQ02520000000015800000RE,Non Residential,128,SIXTH AVENUE,MID-ENNERDALE,220047526,3002670807,207742526,KVA,1,135,25332,0
LPU-Demand  | LV,929,June,2019,500436483,REM of ERF 158 of MID-ENNERDALE,T0IQ02520000000015800000RE,Non Residential,128,SIXTH AVENUE,MID-ENNERDALE,220047526,3002670807,207742526,KWH,2,22723,15223,0
LPU-Demand  | LV,930,June,2019,500436483,REM of ERF 158 of MID-ENNERDALE,T0IQ02520000000015800000RE,Non Residential,128,SIXTH AVENUE,MID-ENNERDALE,220047526,3002670807,207742526,KRH,3,378,74,0
LPU-Demand  | LV,931,June,2019,206658403,ERF 111 of BIRDHAVEN,T0IR0070000000001110000000,Non Residential,72,ST ANDREW STREET,BIRDHAVEN,220047572,3002670841,63031716,KVA,1,80,15088,0
LPU-Demand  | LV,932,June,2019,206658403,ERF 111 of BIRDHAVEN,T0IR0070000000001110000000,Non Residential,72,ST ANDREW STREET,BIRDHAVEN,220047572,3002670841,63031716,KWH,2,26496,17395,0
LPU-Demand  | LV,933,June,2019,206658403,ERF 111 of BIRDHAVEN,T0IR0070000000001110000000,Non Residential,72,ST ANDREW STREET,BIRDHAVEN,220047572,3002670841,63031716,KRH,3,429,84,0
LPU-Demand  | LV,934,June,2019,206758493,ERF 120 of DUNKELD WEST,T0IR0194000000001200000000,Non Residential,16,NORTH ROAD,Dunkeld West,220047974,3002651797,96948393,KVA,1,70,13104,0
LPU-Demand  | LV,935,June,2019,206758493,ERF 120 of DUNKELD WEST,T0IR0194000000001200000000,Non Residential,16,NORTH ROAD,Dunkeld West,220047974,3002651797,96948393,KWH,2,18238,11973,0
LPU-Demand  | LV,936,June,2019,205134340,ERF 121 of DUNKELD WEST,T0IR0194000000001210000000,Non Residential,13,BOMPAS ROAD,Dunkeld West,220047981,3002676813,63035837,KVA,1,747,139951,0
LPU-Demand  | LV,937,June,2019,205134340,ERF 121 of DUNKELD WEST,T0IR0194000000001210000000,Non Residential,13,BOMPAS ROAD,Dunkeld West,220047981,3002676813,63035837,KWH,2,552358,362623,0
LPU-Demand  | LV,938,June,2019,205136027,ERF 221 of FAIRMOUNT EXT.2,T0IR0239002000002210000000,Non Residential,67,LIVINGSTONE STREET,FAIRMOUNT,220048061,3002651838,207742598,KVA,1,85,16054,0
LPU-Demand  | LV,939,June,2019,205136027,ERF 221 of FAIRMOUNT EXT.2,T0IR0239002000002210000000,Non Residential,67,LIVINGSTONE STREET,FAIRMOUNT,220048061,3002651838,207742598,KWH,2,47790,31374,0
LPU-Demand  | LV,940,June,2019,205136027,ERF 221 of FAIRMOUNT EXT.2,T0IR0239002000002210000000,Non Residential,67,LIVINGSTONE STREET,FAIRMOUNT,220048061,3002651838,207742598,KRH,3,3058,600,0
LPU-Demand  | LV,941,June,2019,551129762,ERF 209 of GLENHAZEL,T0IR0276000000002090000000,Registered Parcel,13,PARK CRESCENT,GLENHAZEL,220048368,3002668924,98453632,KVA,1,70,13104,0
LPU-Demand  | LV,942,June,2019,551129762,ERF 209 of GLENHAZEL,T0IR0276000000002090000000,Registered Parcel,13,PARK CRESCENT,GLENHAZEL,220048368,3002668924,98453632,KWH,2,9536,6260,0
LPU-Demand  | LV,943,June,2019,205248958,ERF 215 of GLENHAZEL,T0IR0276000000002150000000,Non Residential,4,QUEEN SQUARE,GLENHAZEL,220048382,3002668937,63034818,KVA,1,109,20550,0
LPU-Demand  | LV,944,June,2019,205248958,ERF 215 of GLENHAZEL,T0IR0276000000002150000000,Non Residential,4,QUEEN SQUARE,GLENHAZEL,220048382,3002668937,63034818,KWH,2,60878,39966,0
LPU-Demand  | LV,945,June,2019,206725240,ERF 367 of GLENHAZEL EXT.2,T0IR0276002000003670000000,Non Residential,53,RIDGE ROAD,GLENHAZEL,220048431,3002675522,98368433,KVA,1,117,21925,0
LPU-Demand  | LV,946,June,2019,206725240,ERF 367 of GLENHAZEL EXT.2,T0IR0276002000003670000000,Non Residential,53,RIDGE ROAD,GLENHAZEL,220048431,3002675522,98368433,KWH,2,77122,50631,0
LPU-Demand  | LV,947,June,2019,206725240,ERF 367 of GLENHAZEL EXT.2,T0IR0276002000003670000000,Non Residential,53,RIDGE ROAD,GLENHAZEL,220048431,3002675522,98368433,KRH,3,2932,576,0
LPU-Demand  | LV,948,June,2019,205155196,ERF 1932 of HIGHLANDS NORTH EXT.3,T0IR0308003000019320000000,Registered Parcel,109,ATHOL STREET,HIGHLANDS NORTH,220048583,3002669023,207701244,KVA,1,136,25524,0
LPU-Demand  | LV,949,June,2019,205155196,ERF 1932 of HIGHLANDS NORTH EXT.3,T0IR0308003000019320000000,Registered Parcel,109,ATHOL STREET,HIGHLANDS NORTH,220048583,3002669023,207701244,KWH,2,109036,71582,0
LPU-Demand  | LV,950,June,2019,207182798,ERF 2048 of HIGHLANDS NORTH EXT.6,T0IR0308006000020480000000,Non Residential,60,BERKSWELL ROAD,HIGHLANDS NORTH,220048640,3002676841,83834681,KVA,1,874,163613,0
LPU-Demand  | LV,951,June,2019,207182798,ERF 2048 of HIGHLANDS NORTH EXT.6,T0IR0308006000020480000000,Non Residential,60,BERKSWELL ROAD,HIGHLANDS NORTH,220048640,3002676841,83834681,KWH,2,486001,321649,0
LPU-Demand  | LV,952,June,2019,207182798,ERF 2048 of HIGHLANDS NORTH EXT.6,T0IR0308006000020480000000,Non Residential,60,BERKSWELL ROAD,HIGHLANDS NORTH,220048640,3002676841,83834681,KRH,3,50101,9835,0
LPU-Demand  | LV,953,June,2019,205155654,ERF 80 of HOUGHTON ESTATE,T0IR0316000000000800000000,Non Residential,20,ST DAVID ROAD,HOUGHTON ESTATE,220048664,3002669054,63020609,KVA,1,100,18720,0
LPU-Demand  | LV,954,June,2019,205155654,ERF 80 of HOUGHTON ESTATE,T0IR0316000000000800000000,Non Residential,20,ST DAVID ROAD,HOUGHTON ESTATE,220048664,3002669054,63020609,KWH,2,26597,17818,0
LPU-Demand  | LV,955,June,2019,205393855,ERF 82 of HOUGHTON ESTATE,T0IR0316000000000820000000,Non Residential,33,ST ANDREW ROAD,HOUGHTON ESTATE,220048671,3002669059,98370771,KVA,1,118,22090,0
LPU-Demand  | LV,956,June,2019,205393855,ERF 82 of HOUGHTON ESTATE,T0IR0316000000000820000000,Non Residential,33,ST ANDREW ROAD,HOUGHTON ESTATE,220048671,3002669059,98370771,KWH,2,114102,74907,0
LPU-Demand  | LV,957,June,2019,205393855,ERF 82 of HOUGHTON ESTATE,T0IR0316000000000820000000,Non Residential,33,ST ANDREW ROAD,HOUGHTON ESTATE,220048671,3002669059,98370771,KRH,3,14429,2832,0
LPU-Demand  | LV,958,June,2019,205077741,ERF 1132 of HOUGHTON ESTATE,T0IR0316000000011320000000,Non Residential,13,WEST STREET,HOUGHTON ESTATE,220048760,3002669086,80395149,KVA,1,382,71510,0
LPU-Demand  | LV,959,June,2019,205077741,ERF 1132 of HOUGHTON ESTATE,T0IR0316000000011320000000,Non Residential,13,WEST STREET,HOUGHTON ESTATE,220048760,3002669086,80395149,KWH,2,210000,137865,0
LPU-Demand  | LV,960,June,2019,205099590,REM of ERF 1639 of HOUGHTON ESTATE,T0IR03160000000163900000RE,Non Residential,41,CENTRAL STREET,HOUGHTON ESTATE,220048992,3002672362,93708048,KVA,1,70,13104,0
LPU-Demand  | LV,961,June,2019,205099590,REM of ERF 1639 of HOUGHTON ESTATE,T0IR03160000000163900000RE,Non Residential,41,CENTRAL STREET,HOUGHTON ESTATE,220048992,3002672362,93708048,KWH,2,14302,9389,0
LPU-Demand  | LV,962,June,2019,205119455,ERF 1804 of HOUGHTON ESTATE,T0IR0316000000018040000000,Non Residential,93,CENTRAL STREET,HOUGHTON ESTATE,220049072,3002672395,85749970,KVA,1,130,24345,0
LPU-Demand  | LV,963,June,2019,205119455,ERF 1804 of HOUGHTON ESTATE,T0IR0316000000018040000000,Non Residential,93,CENTRAL STREET,HOUGHTON ESTATE,220049072,3002672395,85749970,KWH,2,70542,46311,0
LPU-Demand  | LV,964,June,2019,205119455,ERF 1804 of HOUGHTON ESTATE,T0IR0316000000018040000000,Non Residential,93,CENTRAL STREET,HOUGHTON ESTATE,220049072,3002672395,85749970,KRH,3,247,49,0
LPU-Demand  | LV,965,June,2019,205279346,ERF 1805 of HOUGHTON ESTATE,T0IR0316000000018050000000,Non Residential,91,CENTRAL STREET,HOUGHTON ESTATE,220049080,3002672402,93708067,KVA,1,70,13104,0
LPU-Demand  | LV,966,June,2019,205279346,ERF 1805 of HOUGHTON ESTATE,T0IR0316000000018050000000,Non Residential,91,CENTRAL STREET,HOUGHTON ESTATE,220049080,3002672402,93708067,KWH,2,13156,8637,0
LPU-Demand  | LV,967,June,2019,205380508,ERF 1884 of HOUGHTON ESTATE,T0IR0316000000018840000000,Non Residential,97,CENTRAL STREET,HOUGHTON ESTATE,220049153,3002653137,85750050,KVA,1,95,17871,0
LPU-Demand  | LV,968,June,2019,205380508,ERF 1884 of HOUGHTON ESTATE,T0IR0316000000018840000000,Non Residential,97,CENTRAL STREET,HOUGHTON ESTATE,220049153,3002653137,85750050,KWH,2,53378,35044,0
LPU-Demand  | LV,969,June,2019,206915192,ERF 68 of ILLOVO,T0IR0326000000000680000000,Non Residential,10,HARRIES ROAD,ILLOVO,220049516,3002653247,85749899,KVA,1,82,15366,0
LPU-Demand  | LV,970,June,2019,206915192,ERF 68 of ILLOVO,T0IR0326000000000680000000,Non Residential,10,HARRIES ROAD,ILLOVO,220049516,3002653247,85749899,KWH,2,47824,31396,0
LPU-Demand  | LV,971,June,2019,206918919,ERF 101 of ILLOVO,T0IR0326000000001010000000,Non Residential,265,OXFORD ROAD,ILLOVO,220049594,3002653271,63031693,KVA,1,140,26353,0
LPU-Demand  | LV,972,June,2019,206918919,ERF 101 of ILLOVO,T0IR0326000000001010000000,Non Residential,265,OXFORD ROAD,ILLOVO,220049594,3002653271,63031693,KWH,2,50676,33269,0
LPU-Demand  | LV,973,June,2019,207180254,REM of ERF 104 of ILLOVO,T0IR03260000000010400000RE,Non Residential,3,RIVONIA ROAD,Unknown,220049611,3003536857,93708213,KVA,1,70,13104,0
LPU-Demand  | LV,974,June,2019,207180254,REM of ERF 104 of ILLOVO,T0IR03260000000010400000RE,Non Residential,3,RIVONIA ROAD,Unknown,220049611,3003536857,93708213,KWH,2,126000,82719,0
LPU-Demand  | LV,975,June,2019,207180254,REM of ERF 104 of ILLOVO,T0IR03260000000010400000RE,Non Residential,3,RIVONIA ROAD,Unknown,220049611,3003536857,93708213,KRH,3,2100,412,0
LPU-Demand  | LV,976,June,2019,205378837,ERF 468 of ILLOVO,T0IR0326000000004680000000,Non Residential,3,CORLETT DRIVE,ILLOVO,220049700,3002670094,85750021,KVA,1,70,13104,0
LPU-Demand  | LV,977,June,2019,205378837,ERF 468 of ILLOVO,T0IR0326000000004680000000,Non Residential,3,CORLETT DRIVE,ILLOVO,220049700,3002670094,85750021,KWH,2,49464,32473,0
LPU-Demand  | LV,978,June,2019,205378837,ERF 468 of ILLOVO,T0IR0326000000004680000000,Non Residential,3,CORLETT DRIVE,ILLOVO,220049700,3002670094,85750021,KRH,3,2321,456,0
LPU-Demand  | LV,979,June,2019,205167762,ERF 348 of ILLOVO EXT.3,T0IR0326003000003480000000,Non Residential,1,OTTO STREET,ILLOVO,220049731,3002670099,98368144,KVA,1,125,23574,0
LPU-Demand  | LV,980,June,2019,205167762,ERF 348 of ILLOVO EXT.3,T0IR0326003000003480000000,Non Residential,1,OTTO STREET,ILLOVO,220049731,3002670099,98368144,KWH,2,45836,30091,0
LPU-Demand  | LV,981,June,2019,205172642,Portion 1 of ERF 56 of LOMBARDY WEST,T0IR0403000000000560000100,PSI,28,GRENVILLE ROAD,LOMBARDY WEST,220049820,3002670107,207701520,KVA,1,70,13104,0
LPU-Demand  | LV,982,June,2019,205172642,Portion 1 of ERF 56 of LOMBARDY WEST,T0IR0403000000000560000100,PSI,28,GRENVILLE ROAD,LOMBARDY WEST,220049820,3002670107,207701520,KWH,2,712,467,0
LPU-Demand  | LV,983,June,2019,205333378,ERF 10 of MELROSE,T0IR0431000000000100000000,Registered Parcel,142,OXFORD ROAD,MELROSE,220049883,3002670113,63031672,KVA,1,146,27516,0
LPU-Demand  | LV,984,June,2019,205333378,ERF 10 of MELROSE,T0IR0431000000000100000000,Registered Parcel,142,OXFORD ROAD,MELROSE,220049883,3002670113,63031672,KWH,2,56044,36793,0
LPU-Demand  | LV,985,June,2019,206997741,ERF 229 of MELROSE,T0IR0431000000002290000000,Non Residential,45,JAMESON AVENUE,MELROSE,220049918,3002670116,63031722,KVA,1,95,17801,0
LPU-Demand  | LV,986,June,2019,206997741,ERF 229 of MELROSE,T0IR0431000000002290000000,Non Residential,45,JAMESON AVENUE,MELROSE,220049918,3002670116,63031722,KWH,2,27052,17760,0
LPU-Demand  | LV,987,June,2019,205262624,ERF 106 of MELROSE ESTATE,T0IR0432000000001060000000,Non Residential,52,GLENHOVE ROAD,MELROSE ESTATE,220049940,3002670118,63192954,KVA,1,87,16390,0
LPU-Demand  | LV,988,June,2019,205262624,ERF 106 of MELROSE ESTATE,T0IR0432000000001060000000,Non Residential,52,GLENHOVE ROAD,MELROSE ESTATE,220049940,3002670118,63192954,KWH,2,20950,13754,0
LPU-Demand  | LV,989,June,2019,205412848,ERF 88 of MELROSE NORTH,T0IR0433000000000880000000,Non Residential,48,ATH-OAKLANDS ROAD,BIRNAM,220049957,3002670120,96949077,KVA,1,78,14618,0
